Incident Number,Incident Date,Time Num,Street,Alt Street,City,County,Intersection,Mile Post,Accident Type,Collision Type,Hit and Run,fatal,EMSTransport,Involved Placarded Truck,Posted Speed,Total Vehicles Involved,Weather Code,pedestrian,bicycle,drug,etoh,Latitude,Longitude,Location WKT,Location,Light Condition,year,month,day,hour,day_of_week
23-060687,2023-06-07 14:00:00,14.0,5500 Highway 153,SR-5500,Chattanooga,Hamilton,Gadd Rd,,4,0,0,0,1,0,25.0,1,0,1,0,0.0,0.0,35.142401,-85.248276,POINT (-85.248276 35.142401),"(35.142401, -85.248276)",4,2023,6,7,14,2
23-067809,2023-06-24 21:42:00,21.5,4266 Bonny Oaks Dr,SR-58,Chattanooga,Hamilton,S. Access Rd.,,4,0,1,0,1,0,45.0,1,0,1,0,,,35.080507,-85.214627,POINT (-85.214627 35.080507),"(35.080507, -85.214627)",0,2023,6,24,21,5
23-069901,2023-06-30 06:05:00,6.0,E Main St,,Chattanooga,Hamilton,S Holtzclaw Ave,,4,0,0,0,1,0,35.0,1,0,1,0,0.0,0.0,35.028961,-85.288147,POINT (-85.288147 35.028961),"(35.028961, -85.288147)",3,2023,6,30,6,4
23-073308,2023-07-08 11:00:00,11.0,727 E 11th St,,Chattanooga,Hamilton,Peeples St,,0,0,1,1,1,0,30.0,1,0,1,0,,,35.040477,-85.299892,POINT (-85.299892 35.040477),"(35.040477, -85.299892)",4,2023,7,8,11,5
23-073524,2023-07-08 21:12:00,21.0,5900 Hwy 58,SR-58,Chattanooga,Hamilton,Congress Ln,,5,0,0,0,1,0,45.0,1,0,1,0,0.0,0.0,35.0812493,-85.263202,POINT (-85.263202 35.0812493),"(35.0812493, -85.263202)",1,2023,7,8,21,5
23-074447,2023-07-11 09:35:00,9.5,1966 Northpoint Blvd,,Chattanooga,Hamilton,1966 Northpoint Blvd,,4,0,0,0,1,0,15.0,1,0,1,0,0.0,0.0,35.13596,-85.242122,POINT (-85.242122 35.13596),"(35.135960, -85.242122)",4,2023,7,11,9,1
23-076054,2023-07-15 06:32:00,6.5,101 Glenwood Dr,,Chattanooga,Hamilton,McCallie Ave,,5,0,0,0,1,0,35.0,1,0,1,0,0.0,0.0,35.032474,-85.263942,POINT (-85.263942 35.032474),"(35.032474, -85.263942)",4,2023,7,15,6,5
23-076603,2023-07-16 13:30:00,13.5,3100 Dodds Ave,,Chattanooga,Hamilton,East 31st St,,4,0,0,0,1,0,35.0,1,0,1,0,0.0,1.0,35.005707,-85.278981,POINT (-85.278981 35.005707),"(35.005707, -85.278981)",4,2023,7,16,13,6
23-078989,2023-07-22 09:00:00,9.0,1635 Chestnut St,,Chattanooga,Hamilton,W Main Street,,4,0,0,0,1,0,,1,1,1,0,0.0,0.0,35.037013,-85.314404,POINT (-85.314404 35.037013),"(35.037013, -85.314404)",4,2023,7,22,9,5
23-082477,2023-07-30 21:20:00,21.5,5600 Brainerd Rd,,Chattanooga,Hamilton,Brainerd Rd,,0,0,0,1,1,0,40.0,1,0,1,0,0.0,0.0,35.006571,-85.213298,POINT (-85.213298 35.006571),"(35.006571, -85.213298)",0,2023,7,30,21,6
23-088507,2023-08-14 13:15:00,13.5,490 Greenway View Dr,SR-490,Chattanooga,Hamilton,Brainerd Rd,,1,0,0,0,1,0,15.0,1,0,1,0,0.0,0.0,35.008702,-85.205208,POINT (-85.205208 35.008702),"(35.008702, -85.205208)",4,2023,8,14,13,0
23-090463,2023-08-19 11:45:00,12.0,7000 Hwy 153,,Chattanooga,Hamilton,Hwy 27 offramp,,4,0,0,0,1,0,45.0,1,0,1,0,0.0,0.0,35.185302,-85.246471,POINT (-85.246471 35.185302),"(35.185302, -85.246471)",4,2023,8,19,11,5
23-093329,2023-08-26 13:00:00,13.0,727 E 11th St,SR-700,Chattanooga,Hamilton,Peeples Street,,1,0,1,0,1,0,30.0,1,0,1,0,0.0,0.0,35.040477,-85.299892,POINT (-85.299892 35.040477),"(35.040477, -85.299892)",4,2023,8,26,13,5
23-096050,2023-09-01 12:45:00,13.0,4700 Midland Pike,,Chattanooga,Hamilton,N Parkdale Ave,,1,0,1,0,1,0,45.0,1,0,1,0,0.0,0.0,35.02737,-85.224889,POINT (-85.224889 35.02737),"(35.027370, -85.224889)",4,2023,9,1,12,4
23-097228,2023-09-05 10:56:00,11.0,1700 Gunbarrel Rd,,Chattanooga,Hamilton,Crane Rd,,1,0,0,0,1,0,35.0,1,0,1,0,0.0,0.0,35.021618,-85.160209,POINT (-85.160209 35.021618),"(35.021618, -85.160209)",4,2023,9,5,10,1
23-098315,2023-09-08 06:25:00,6.5,1300 Central Ave,SR-1300,Chattanooga,Hamilton,E 13th St,,0,0,0,1,1,0,55.0,1,0,1,0,0.0,0.0,35.033943,-85.295302,POINT (-85.295302 35.033943),"(35.033943, -85.295302)",2,2023,9,8,6,4
23-022943,2023-03-04 20:47:00,21.0,311 Broad St,,Chattanooga,Hamilton,W 3rd St,,1,0,1,0,1,0,30.0,1,0,1,0,0.0,0.0,35.012954,-85.228277,POINT (-85.228277 35.012954),"(35.012954, -85.228277)",0,2023,3,4,20,5
