Incident Number,Incident Date,Time Num,Street,Alt Street,City,County,Intersection,Mile Post,Accident Type,Collision Type,Hit and Run,Involved Fatal Injury,Involved Medical Transport,Involved Placarded Truck,Posted Speed,Total Vehicles Involved,Weather Code,Pedestrian Involved,Bicycle Involved,Drug Involved,Alcohol Involved,Latitude,Longitude,Location WKT,Location,Light Condition
19-081274,08/16/2019 02:50:00 PM,15,1414 Gadd Rd,SR-1,Chattanooga,Hamilton,School Dr,1,Property Damage Under,Not Collision with Motor Vehicle in Transport,No,No,No,No,30,1,Clear,Yes,No,No,No,35.141496,-85.238212,POINT (-85.238212 35.141496),"(35.141496, -85.238212)",Daylight
19-082739,08/20/2019 07:45:00 AM,8,1000 Hixson Pike,US-1000,Chattanooga,Hamilton,Tremont Street,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,35,1,Clear,Yes,No,No,No,35.069184,-85.28933,POINT (-85.28933 35.069184),"(35.069184, -85.289330)",Daylight
19-082961,08/20/2019 07:29:00 PM,19.5,Market St,,Chattanooga,Hamilton,E Martin Luther King Blvd,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,No,No,30,1,Clear,Yes,No,No,Yes,35.045763,-85.309399,POINT (-85.309399 35.045763),"(35.045763, -85.309399)",Daylight
19-084734,08/25/2019 02:30:00 AM,2.5,7099 Highway 153,US-153,Chattanooga,Hamilton,Boy Scout Rd,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,50,1,Clear,Yes,No,No,No,35.187101,-85.246378,POINT (-85.246378 35.187101),"(35.187101, -85.246378)",Dark - Not Lighted
19-085058,08/26/2019 12:59:00 AM,1,4535 Highway 58,US-58,Chattanooga,Hamilton,Rocky River Rd,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,40,1,Clear,Yes,No,No,No,35.085699,-85.194881,POINT (-85.194881 35.085699),"(35.085699, -85.194881)",Dark - Not Lighted
19-088686,09/04/2019 12:35:00 PM,12.5,1800 Dodds Ave,,Chattanooga,Hamilton,E 18th St,,Property Damage Under,Not Collision with Motor Vehicle in Transport,Yes,No,No,No,35,1,Clear,Yes,No,No,No,35.019182,-85.271574,POINT (-85.271574 35.019182),"(35.019182, -85.271574)",Daylight
19-089265,09/05/2019 11:00:00 PM,23,2600 4th Ave,,Chattanooga,Hamilton,E 25th St Pl,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,35,1,Clear,Yes,No,No,No,35.015848,-85.280595,POINT (-85.280595 35.015848),"(35.015848, -85.280595)",Dark - Lighted
19-092746,09/14/2019 09:45:00 PM,22,18100 Interstate 24 Wb Hwy,I-24,Chattanooga,Hamilton,4th Ave,181,Possible Injury,Not Collision with Motor Vehicle in Transport,Yes,No,Yes,No,55,1,Clear,Yes,No,No,Yes,35.016831,-85.281292,POINT (-85.281292 35.016831),"(35.016831, -85.281292)",Dark - Lighted
19-097945,09/28/2019 04:13:00 PM,16,W Aquarium Way,,Chattanooga,Hamilton,Walnut St,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,25,1,Clear,Yes,No,No,No,35.055266,-85.307282,POINT (-85.307282 35.055266),"(35.055266, -85.307282)",Daylight
19-098456,09/29/2019 10:45:00 PM,23,409 Veterans Way,,Chattanooga,Hamilton,N Sylvan Ave,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,Yes,No,Yes,No,15,1,Clear,Yes,No,No,No,35.035578,-85.230847,POINT (-85.230847 35.035578),"(35.035578, -85.230847)",Dark - Not Lighted
19-103122,10/11/2019 09:38:00 PM,21.5,1428 Jenkins Rd,,Chattanooga,Hamilton,Cleveland Ave,,Possible Injury,Not Collision with Motor Vehicle in Transport,Yes,No,Yes,No,45,1,Clear,Yes,No,No,No,34.993964,-85.289371,POINT (-85.289371 34.993964),"(34.993964, -85.289371)",Dark - Not Lighted
19-103324,10/12/2019 01:40:00 PM,13.5,S Lyerly St,SR-0,Chattanooga,Hamilton,Bailey Ave,0,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,35,1,Clear,Yes,No,,,35.030994,-85.270124,POINT (-85.270124 35.030994),"(35.030994, -85.270124)",Daylight
19-107355,10/23/2019 05:10:00 PM,17,1685 Walker Ave,,Chattanooga,Hamilton,N Hickory St,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,No,No,25,1,Clear,Yes,No,No,No,35.046258,-85.272018,POINT (-85.272018 35.046258),"(35.046258, -85.272018)",Daylight
19-108747,10/27/2019 01:27:00 PM,13.5,652 E 10th St,,Chattanooga,Hamilton,Peeples St,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,30,1,Cloudy,Yes,No,No,No,35.040827,-85.299219,POINT (-85.299219 35.040827),"(35.040827, -85.299219)",Daylight
19-109602,10/29/2019 08:39:00 PM,20.5,2109 Morris Hill Rd,,Chattanooga,Hamilton,Belleau Woods Dr,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,15,1,Clear,Yes,No,Yes,Yes,35.02297,-85.12391,POINT (-85.12391 35.02297),"(35.022970, -85.123910)",Dark - Not Lighted
19-112534,11/06/2019 08:30:00 PM,20.5,Mountain Creek Rd,,Chattanooga,Hamilton,Commercial Ln,,Possible Injury,Not Collision with Motor Vehicle in Transport,Yes,No,No,No,30,1,Clear,Yes,No,No,No,35.101463,-85.32711,POINT (-85.32711 35.101463),"(35.101463, -85.327110)",Dark - Lighted
19-114736,11/13/2019 09:00:00 AM,9,1201 Boynton Dr,,Chattanooga,Hamilton,Gateway Ave,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,,1,Clear,Yes,No,No,No,35.045229,-85.32022,POINT (-85.32022 35.045229),"(35.045229, -85.320220)",Daylight
19-114812,11/13/2019 12:13:00 PM,12,143 N Market St,,Chattanooga,Hamilton,N Market St,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,30,1,Clear,Yes,No,No,No,35.063047,-85.30872,POINT (-85.30872 35.063047),"(35.063047, -85.308720)",Daylight
19-117712,11/21/2019 07:25:00 PM,19.5,2100 Mccallie Ave,,Chattanooga,Hamilton,South Willow St,,Fatal,Not Collision with Motor Vehicle in Transport,No,Yes,Yes,No,35,1,Clear,Yes,No,No,No,35.034853,-85.27185,POINT (-85.27185 35.034853),"(35.034853, -85.271850)",Dark - Lighted
19-118070,11/22/2019 05:55:00 PM,18,1300 Workman Rd,,Chattanooga,Hamilton,Rossville Blvd.,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,35,1,Rain,Yes,No,No,No,35.0129085,-85.228032,POINT (-85.228032 35.0129085),"(35.0129085, -85.228032)",Dark - Not Lighted
19-118652,11/24/2019 01:26:00 PM,13.5,5972 Brainerd Rd,,Chattanooga,Hamilton,Brainerd Rd,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,45,2,Clear,Yes,No,No,No,35.016971,-85.206001,POINT (-85.206001 35.016971),"(35.016971, -85.206001)",Daylight
19-119769,11/27/2019 04:40:00 PM,16.5,Georgia Ave,,Chattanooga,Hamilton,E 5th St,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,25,1,Clear,Yes,No,No,No,35.040699,-85.300804,POINT (-85.300804 35.040699),"(35.040699, -85.300804)",Daylight
19-119931,11/28/2019 07:28:00 AM,7.5,100 Tremont St,,Chattanooga,Hamilton,Frazier Ave,,Possible Injury,Not Collision with Motor Vehicle in Transport,Yes,No,No,No,25,1,Clear,Yes,No,No,No,35.061791,-85.304515,POINT (-85.304515 35.061791),"(35.061791, -85.304515)",Daylight
19-121866,12/04/2019 08:45:00 AM,9,3300 Alton Park Blvd,,Chattanooga,Hamilton,West 33rd Street,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,35,1,Other,Yes,No,No,No,35.053737,-85.353159,POINT (-85.353159 35.053737),"(35.053737, -85.353159)",Daylight
19-122129,12/04/2019 08:05:00 PM,20,,I-75,Chattanooga,Hamilton,East Brainerd Rd,,Fatal,Not Collision with Motor Vehicle in Transport,No,Yes,Yes,No,55,1,Clear,Yes,No,No,No,35.027319,-85.17255,POINT (-85.17255 35.027319),"(35.027319, -85.172550)",Dark - Not Lighted
19-124295,12/11/2019 10:45:00 AM,11,3504 Hixson Pike,,Chattanooga,Hamilton,00 Lupton drive,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,No,No,35,1,Clear,Yes,No,No,No,35.104469,-85.272607,POINT (-85.272607 35.104469),"(35.104469, -85.272607)",Daylight
19-125921,12/15/2019 07:25:00 PM,19.5,Usher Dr,US-5200,Chattanooga,Hamilton,Halsey St,,Property Damage,Not Collision with Motor Vehicle in Transport,Yes,No,No,No,30,1,Clear,Yes,No,No,No,34.989363,-85.316471,POINT (-85.316471 34.989363),"(34.989363, -85.316471)",Dark - Lighted
19-127235,12/19/2019 12:51:00 PM,13,7477 Commons Blvd,,Chattanooga,Hamilton,Commons Blvd,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,,1,Clear,Yes,No,No,No,35.033141,-85.145593,POINT (-85.145593 35.033141),"(35.033141, -85.145593)",Daylight
19-127760,12/20/2019 06:00:00 PM,18,3500 Rossville Blvd,,Chattanooga,Hamilton,E 35th St,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,Yes,No,Yes,No,40,1,Clear,Yes,No,No,No,35.003278,-85.292176,POINT (-85.292176 35.003278),"(35.003278, -85.292176)",Dark - Lighted
19-128527,12/23/2019 07:18:00 AM,7.5,5440 Highway 153,US-153,Chattanooga,Hamilton,North Point Blvd,,Fatal,Not Collision with Motor Vehicle in Transport,No,Yes,No,No,45,1,Rain,Yes,No,No,No,35.138778,-85.247194,POINT (-85.247194 35.138778),"(35.138778, -85.247194)",Dark - Not Lighted
19-129005,12/24/2019 12:50:00 PM,13,Signal Mountain Rd,,Chattanooga,Hamilton,Raider Ln,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,No,No,15,1,Clear,Yes,No,No,Yes,35.0946,-85.33053,POINT (-85.33053 35.0946),"(35.094600, -85.330530)",Daylight
19-130063,12/27/2019 06:13:00 PM,18,904 N Orchard Knob Ave,,Chattanooga,Hamilton,Rawlings St,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,35,1,Clear,Yes,No,No,No,35.047855,-85.268016,POINT (-85.268016 35.047855),"(35.047855, -85.268016)",Dark - Unknown Lighting
20-005045,01/14/2020 09:53:00 PM,22,3300 Rossville Blvd,,Chattanooga,Hamilton,33rd St,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,40,1,Clear,Yes,No,No,No,35.005972,-85.29307,POINT (-85.29307 35.005972),"(35.005972, -85.293070)",Dark - Lighted
20-007465,01/21/2020 07:58:00 PM,20,35 Talley Rd,,Chattanooga,Hamilton,Brainerd Rd,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,No,No,15,1,Clear,Yes,No,No,No,35.021481,-85.240693,POINT (-85.240693 35.021481),"(35.021481, -85.240693)",Dark - Not Lighted
20-007710,01/22/2020 03:15:00 PM,15.5,1330 E 3rd St,,Chattanooga,Hamilton,Holtzlcaw Ave,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,35,1,Clear,Yes,No,No,No,35.043072,-85.279331,POINT (-85.279331 35.043072),"(35.043072, -85.279331)",Daylight
20-009487,01/27/2020 06:35:00 PM,18.5,7987 E Brainerd Rd,,Chattanooga,Hamilton,Thelmeta Ave,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,40,1,Clear,Yes,No,No,No,35.005196,-85.151676,POINT (-85.151676 35.005196),"(35.005196, -85.151676)",Dark - Lighted
20-010731,01/30/2020 01:30:00 PM,13.5,4th St,,Chattanooga,Hamilton,Market St,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,Yes,No,No,No,30,1,Clear,Yes,No,No,No,35.052314,-85.309633,POINT (-85.309633 35.052314),"(35.052314, -85.309633)",Daylight
20-011804,02/03/2020 01:14:00 PM,13,400 E 4th St,,Chattanooga,Hamilton,Market St,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,No,No,30,1,Clear,Yes,No,No,No,35.052314,-85.309633,POINT (-85.309633 35.052314),"(35.052314, -85.309633)",Daylight
20-012270,02/04/2020 04:41:00 PM,16.5,3100 Cummings Hwy,,Chattanooga,Hamilton,Aster Ave,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,45,1,Clear,Yes,No,No,No,35.0373424,-85.317313,POINT (-85.317313 35.0373424),"(35.0373424, -85.317313)",Daylight
20-013461,02/07/2020 05:40:00 PM,17.5,2100 Hamilton Place Blvd,,Chattanooga,Hamilton,Hamilton Place Blvd,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,No,No,,1,Clear,Yes,No,No,No,35.034528,-85.158706,POINT (-85.158706 35.034528),"(35.034528, -85.158706)",Daylight
20-015653,02/14/2020 03:00:00 AM,3,4400 HWY 58,,Chattanooga,Hamilton,Murray Hills DR,,Possible Injury,Not Collision with Motor Vehicle in Transport,Yes,No,No,No,40,1,Clear,Yes,No,No,No,35.084387,-85.201204,POINT (-85.201204 35.084387),"(35.084387, -85.201204)",Dark - Lighted
20-017747,02/20/2020 08:54:00 AM,9,Brainerd Rd,,Chattanooga,Hamilton,N Moore Rd,,Property Damage Under,Not Collision with Motor Vehicle in Transport,No,No,No,No,40,1,Rain,Yes,No,No,No,35.012954,-85.228277,POINT (-85.228277 35.012954),"(35.012954, -85.228277)",Daylight
20-018727,02/23/2020 12:07:00 AM,24,2302 Glass St,,Chattanooga,Hamilton,GLASS ST,,Property Damage Under,Not Collision with Motor Vehicle in Transport,Yes,No,No,No,,1,Clear,Yes,No,No,No,35.064089,-85.253404,POINT (-85.253404 35.064089),"(35.064089, -85.253404)",Dark - Lighted
20-018938,02/23/2020 07:50:00 PM,20,8101 E Brainerd Rd,,Chattanooga,Hamilton,E Brainerd Rd,,Property Damage Under,Not Collision with Motor Vehicle in Transport,No,No,No,No,15,1,Clear,Yes,No,No,No,35.005297,-85.149263,POINT (-85.149263 35.005297),"(35.005297, -85.149263)",Dark - Lighted
20-019660,02/25/2020 08:25:00 PM,20.5,4211 Rossville Blvd,,Chattanooga,Hamilton,E 43rd St,,Fatal,Not Collision with Motor Vehicle in Transport,No,Yes,Yes,No,40,1,Clear,Yes,No,Yes,Yes,34.994056,-85.291635,POINT (-85.291635 34.994056),"(34.994056, -85.291635)",Dark - Lighted
20-019932,02/26/2020 05:20:00 PM,17.5,W 4th St,,Chattanooga,Hamilton,Broad St,,Possible Injury,Not Collision with Motor Vehicle in Transport,Yes,No,No,No,20,1,Cloudy,Yes,No,No,No,35.052295,-85.310664,POINT (-85.310664 35.052295),"(35.052295, -85.310664)",Daylight
20-021046,02/29/2020 08:35:00 PM,20.5,320 King St,SR-320,Chattanooga,Hamilton,E Martin Luther King Blvd,,Possible Injury,Not Collision with Motor Vehicle in Transport,Yes,No,No,No,25,1,Clear,Yes,No,No,Yes,35.044474,-85.304811,POINT (-85.304811 35.044474),"(35.044474, -85.304811)",Dark - Lighted
20-023373,03/07/2020 03:50:00 AM,4,8001 Volkswagen Dr,,Chattanooga,Hamilton,75 hwy,,Possible Injury,Not Collision with Motor Vehicle in Transport,Yes,No,No,No,,1,Clear,Yes,No,No,No,35.0766869,-85.135141,POINT (-85.135141 35.0766869),"(35.0766869, -85.135141)",Dark - Lighted
20-023810,03/08/2020 02:32:00 PM,14.5,1901 E 3RD ST,,Chattanooga,Hamilton,N Orchard Knob,,Possible Injury,Not Collision with Motor Vehicle in Transport,Yes,No,Yes,No,35,1,Clear,Yes,No,No,No,35.040848,-85.271906,POINT (-85.271906 35.040848),"(35.040848, -85.271906)",Daylight
20-024194,03/09/2020 04:27:00 PM,16.5,3600 Brainerd Rd,,Chattanooga,Hamilton,McBrien Rd.,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,35,1,Clear,Yes,No,No,No,34.9949758,-85.3385,POINT (-85.3385 34.9949758),"(34.9949758, -85.338500)",Daylight
20-025159,03/12/2020 07:27:00 AM,7.5,2-8 Exit 181 On Ramp Wb rd,I-24,Chattanooga,Hamilton,4th Ave,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,45,1,Rain,Yes,No,No,No,35.01715,-85.28045,POINT (-85.28045 35.01715),"(35.017150, -85.280450)",Dark - Lighted
20-025299,03/12/2020 03:36:00 PM,15.5,3536 Brainerd Rd,,Chattanooga,Hamilton,N Germantown Rd,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,45,1,Clear,Yes,No,No,No,35.024755,-85.247548,POINT (-85.247548 35.024755),"(35.024755, -85.247548)",Daylight
20-027765,03/19/2020 07:00:00 AM,7,S Germantown Rd,,Chattanooga,Hamilton,Wilcox Blvd,,Possible Injury,Not Collision with Motor Vehicle in Transport,Yes,No,Yes,No,35,1,Clear,Yes,No,,,35.051577,-85.253371,POINT (-85.253371 35.051577),"(35.051577, -85.253371)",Dawn
20-028919,03/22/2020 11:30:00 PM,23.5,3450 Wilcox Blvd,US-12,Chattanooga,Hamilton,Wilcox Blvd,11,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,35,1,Clear,Yes,No,No,No,35.047062,-85.237198,POINT (-85.237198 35.047062),"(35.047062, -85.237198)",Dark - Lighted
20-029044,03/23/2020 12:39:00 PM,12.5,1000 E 3rd Street,,Chattanooga,Hamilton,E 3rd St,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,No,No,15,1,Rain,Yes,No,No,No,35.047259,-85.290517,POINT (-85.290517 35.047259),"(35.047259, -85.290517)",Daylight
20-033697,04/05/2020 08:35:00 PM,20.5,1505 Mulberry St,,Chattanooga,Hamilton,E Main St,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,15,1,Clear,Yes,No,No,No,35.025113,-85.278727,POINT (-85.278727 35.025113),"(35.025113, -85.278727)",Dark - Lighted
20-034140,04/07/2020 09:32:00 AM,9.5,1609 Dodds Ave,,Chattanooga,Hamilton,E 17th St,,Possible Injury,Not Collision with Motor Vehicle in Transport,Yes,No,No,No,35,1,Clear,Yes,No,No,No,35.02045,-85.270951,POINT (-85.270951 35.02045),"(35.020450, -85.270951)",Daylight
20-034662,04/08/2020 07:45:00 PM,20,E 36th street,,Chattanooga,Hamilton,3rd avenue,,Fatal,Not Collision with Motor Vehicle in Transport,Yes,Yes,Yes,No,35,1,Clear,Yes,No,No,No,35.002497,-85.289383,POINT (-85.289383 35.002497),"(35.002497, -85.289383)",Dusk
20-035379,04/10/2020 07:10:00 PM,19,4211 Rossville Blvd,,Chattanooga,Hamilton,E 42nd St,,Property Damage Under,Not Collision with Motor Vehicle in Transport,Yes,No,No,No,40,1,Clear,Yes,No,No,No,35.0237939,-85.297324,POINT (-85.297324 35.0237939),"(35.0237939, -85.297324)",Daylight
20-035956,04/12/2020 03:10:00 PM,15,153 Hwy,,Chattanooga,Hamilton,Grubb Rd,,Possible Injury,Not Collision with Motor Vehicle in Transport,Yes,No,No,No,45,1,Rain,Yes,No,No,No,35.152975,-85.24562,POINT (-85.24562 35.152975),"(35.152975, -85.245620)",Daylight
20-041352,04/29/2020 08:40:00 AM,8.5,959 Gateway Ave,,Chattanooga,Hamilton,959 Gateway Ave,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,Yes,No,Yes,No,,1,Clear,Yes,No,No,No,35.045229,-85.32022,POINT (-85.32022 35.045229),"(35.045229, -85.320220)",Daylight
20-042600,05/02/2020 10:20:00 PM,22.5,7748 Nautical Way,,Chattanooga,Hamilton,Holiday Hills Cir,,Possible Injury,Not Collision with Motor Vehicle in Transport,Yes,No,Yes,No,35,1,Clear,Yes,No,No,,35.080442,-85.16802,POINT (-85.16802 35.080442),"(35.080442, -85.168020)",Dark - Not Lighted
20-042819,05/03/2020 03:18:00 PM,15.5,2626 Walker Rd,,Chattanooga,Hamilton,Standifer Gap Rd,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,No,No,25,1,Clear,Yes,No,No,No,35.056528,-85.13274,POINT (-85.13274 35.056528),"(35.056528, -85.132740)",Daylight
20-048016,05/17/2020 10:40:00 PM,22.5,4th Ave,,Chattanooga,Hamilton,E 25th St,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,Yes,No,Yes,No,35,1,Clear,Yes,No,No,No,35.015081,-85.281591,POINT (-85.281591 35.015081),"(35.015081, -85.281591)",Dark - Lighted
20-048502,05/19/2020 09:01:00 AM,9,1100 E 3rd St,,Chattanooga,Hamilton,Central Ave,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,30,1,Clear,Yes,No,No,No,35.046017,-85.288095,POINT (-85.288095 35.046017),"(35.046017, -85.288095)",Daylight
20-049278,05/21/2020 08:40:00 AM,8.5,Lookout St,,Chattanooga,Hamilton,Georgia Ave,,Property Damage Under,Not Collision with Motor Vehicle in Transport,No,No,No,No,25,1,Clear,Yes,No,No,No,35.050391,-85.306948,POINT (-85.306948 35.050391),"(35.050391, -85.306948)",Daylight
20-056719,06/10/2020 08:00:00 PM,20,1426 Stratton Place Dr,,Chattanooga,Hamilton,E Brainerd Rd,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,15,1,Clear,Yes,No,No,No,35.011049,-85.160485,POINT (-85.160485 35.011049),"(35.011049, -85.160485)",Daylight
20-058838,06/16/2020 04:00:00 PM,16,3409 Clio Ave Private property,,Chattanooga,Hamilton,Private Property Driveway,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,15,1,Clear,Yes,No,No,No,35.005409,-85.291976,POINT (-85.291976 35.005409),"(35.005409, -85.291976)",Daylight
20-059288,06/17/2020 09:38:00 PM,21.5,2285 Wilcox Blvd,,Chattanooga,Hamilton,Dodson Ave,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,Yes,No,Yes,No,15,1,Rain,Yes,No,No,No,35.053263,-85.260921,POINT (-85.260921 35.053263),"(35.053263, -85.260921)",Dark - Lighted
20-062520,06/26/2020 10:46:00 AM,11,1301 Dallas Rd,,Chattanooga,Hamilton,Mississippi Ave,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,No,No,No,No,,1,Rain,Yes,No,No,No,35.079156,-85.303264,POINT (-85.303264 35.079156),"(35.079156, -85.303264)",Daylight
20-064703,07/02/2020 11:10:00 AM,11,7022 Shallowford Rd,,Chattanooga,Hamilton,Amin Dr,,Possible Injury,Not Collision with Motor Vehicle in Transport,Yes,No,No,No,,1,Clear,Yes,No,No,No,35.042752,-85.158203,POINT (-85.158203 35.042752),"(35.042752, -85.158203)",Daylight
20-066160,07/05/2020 09:53:00 PM,22,2909 Noa St,,Chattanooga,Hamilton,Stuart St,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,Yes,No,Yes,No,25,1,Clear,Yes,No,No,Yes,35.069598,-85.245405,POINT (-85.245405 35.069598),"(35.069598, -85.245405)",Dark - Lighted
20-070750,07/17/2020 09:30:00 PM,21.5,8001 Volkswagen Dr,,Chattanooga,Hamilton,Gate 9A Rd,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,35,1,Clear,Yes,No,No,No,35.080045,-85.132664,POINT (-85.132664 35.080045),"(35.080045, -85.132664)",Dark - Not Lighted
20-071736,07/20/2020 01:33:00 PM,13.5,2528 Broad St,,Chattanooga,Hamilton,W 25th St,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,No,No,15,2,Clear,Yes,No,No,No,35.02783,-85.315794,POINT (-85.315794 35.02783),"(35.027830, -85.315794)",Daylight
20-072098,07/21/2020 11:45:00 AM,12,2001 E 23rd St,,Chattanooga,Hamilton,S. Orchard Knob Ave,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,40,2,Clear,Yes,No,No,No,35.019679,-85.282975,POINT (-85.282975 35.019679),"(35.019679, -85.282975)",Daylight
20-078887,08/07/2020 07:04:00 PM,19,E 11th St,SR-727,Chattanooga,Hamilton,Peeples St,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,25,1,Clear,Yes,No,No,Yes,35.040477,-85.299892,POINT (-85.299892 35.040477),"(35.040477, -85.299892)",Daylight
20-079018,08/08/2020 02:10:00 AM,2,5709 Lee Hwy,,Chattanooga,Hamilton,6000 E Brainerd,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,No,No,40,1,Clear,Yes,No,No,No,35.019342,-85.204593,POINT (-85.204593 35.019342),"(35.019342, -85.204593)",Dark - Lighted
20-083089,08/18/2020 03:30:00 PM,15.5,5637 Highway 58,SR-58,Chattanooga,Hamilton,Tyner Ln,,Possible Injury,Not Collision with Motor Vehicle in Transport,Yes,No,No,No,15,1,Clear,Yes,No,No,No,35.110503,-85.142253,POINT (-85.142253 35.110503),"(35.110503, -85.142253)",Daylight
20-085320,08/24/2020 11:20:00 AM,11.5,500 S Germantown Rd,,Chattanooga,Hamilton,18350 Hwy 24 Wb,,Property Damage Under,Not Collision with Motor Vehicle in Transport,No,No,No,No,35,1,Rain,Yes,No,No,No,35.015328,-85.251282,POINT (-85.251282 35.015328),"(35.015328, -85.251282)",Daylight
20-089148,09/03/2020 10:24:00 PM,22.5,Long St,,Chattanooga,Hamilton,W 26th St,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,15,1,Clear,Yes,No,No,Yes,35.024836,-85.314417,POINT (-85.314417 35.024836),"(35.024836, -85.314417)",Dark - Lighted
20-089911,09/05/2020 08:49:00 PM,21,5400 Brainerd Rd,,Chattanooga,Hamilton,Pisgah Ave,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,40,1,Clear,Yes,No,No,No,35.01038,-85.22103,POINT (-85.22103 35.01038),"(35.010380, -85.221030)",Dark - Lighted
20-091001,09/08/2020 04:37:00 PM,16.5,1020 N Moore Rd,,Chattanooga,Hamilton,Belle Vista,,Suspected Serious Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,35,1,Clear,Yes,No,No,No,35.027863,-85.21911,POINT (-85.21911 35.027863),"(35.027863, -85.219110)",Daylight
20-093322,09/14/2020 06:25:00 PM,18.5,400 N. Holtzclaw Ave,,Chattanooga,Hamilton,East 3rd St.,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,40,1,Clear,Yes,No,No,No,35.044604,-85.281959,POINT (-85.281959 35.044604),"(35.044604, -85.281959)",Dusk
20-093951,09/16/2020 02:50:00 PM,15,200 E Martin Luther King Blvd St,,Chattanooga,Hamilton,Non intersection,,Property Damage,Not Collision with Motor Vehicle in Transport,Yes,No,No,No,30,1,Clear,Yes,No,No,No,35.044563,-85.306585,POINT (-85.306585 35.044563),"(35.044563, -85.306585)",Daylight
20-095018,09/19/2020 10:00:00 AM,10,9200 Lee Hwy,,Chattanooga,Hamilton,Artesian circle,,Suspected Minor Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,35,1,Cloudy,Yes,No,No,No,35.08452,-85.06383,POINT (-85.06383 35.08452),"(35.084520, -85.063830)",Daylight
20-095146,09/19/2020 05:09:00 PM,17,3614 Wilcox Blvd,,Chattanooga,Hamilton,Dogwood Dr,,Possible Injury,Not Collision with Motor Vehicle in Transport,No,No,Yes,No,30,1,Clear,Yes,No,No,No,35.045763,-85.233416,POINT (-85.233416 35.045763),"(35.045763, -85.233416)",Daylight
